YarareInitCube__FP3cEmffffffsUs 0x0019e418
Hermite_1__FP16_HERMITE_1_POINTT0fPf 0x0021c120
Hermite_1_dt__FP16_HERMITE_1_POINTT0fPf 0x0021c1b0
unitPush__8IDSystemP7ID_UNIT 0x0021c438
unitPull__8IDSystem 0x0021c4f8
IdCalcVertex__FP7ID_UNIT 0x0021d790
unitTrans__8IDSystemP7ID_UNIT 0x0021e338
IdGeneralTrans__FP7ID_UNIT 0x0021e490
IdCommonTrans__FP7ID_UNIT 0x0021e5c0
IdNegativeTrans__FP7ID_UNITUi 0x0021ef38
IdShimmerTrans__FP7ID_UNITUcUi 0x0021f5e0
strtod 0x002b2420
FuncPathCalc__FP13FUNC_PATH_PTRP14B_SPLINE_3_PTRfPf 0x00240660
IdGetAnmAddr__FUcPP4cAnm 0x00220678
IdTexSet__FUcUiP7ID_UNIT 0x00220478
IdTexSetShimmer__FUcUiP7ID_UNITPA3_iP6tagVec 0x002211c0
IdTexGameInit__Fv 0x00220250
g_pIdTexSys 0x00425a80
Init__7cTexSysPcUi 0x00278820
Clear__7cTexSys 0x002788f0
TexRelease__7cTexSys9TEX_OWNER 0x00278c30
TexRegist__7cTexSysUiUiUc9TEX_OWNERbT5 0x00278ac8
GetTexObj__7cTexSysUcUcPPP9TEXHeader 0x00278ba0
GetAnmAddr__7cTexSysUcPP4cAnm 0x00278be0
GetTexWk__7cTexSysUcb 0x00278c10
ItemModelInit__Fv 0x002213f8
Init__7cItmSys 0x00221558
DataLoad__7cItmSysUi 0x00221578
ItemGetBinAddr__FUcPUi 0x00221480
GetBinAddr__7cItmSysUcPUi 0x00221660
ItemGetTplAddr__FUcPUi 0x002214b0
GetTplAddr__7cItmSysUcPUi 0x00221680
WorkClear__7cItmSys 0x00221530
ItmRegist__7cItmSysUiUiUc 0x00221640
DelPrim__FPUiT0 0x002216b0
DrawOTag__FPUi 0x00221750
_9cLightMgr$FarDistance 0x003bdd48
__9cLightMgr 0x00222f68
__t8cManager1Z6cLightUiUc 0x002264d0
_vt$9cLightMgr 0x003bde28
log__9cLightMgrPce 0x00222fa8
init__t8cManager1Z6cLightPPFP6cLight_v 0x00226510
roomInit__t8cManager1Z6cLight 0x002264f8
versionUp__4cLit 0x00225a88
construct__9cLightMgrP6cLightUi 0x00223120
__6cLight 0x00224eb0
_vt$8cLight02 0x003bde00
_vt$8cLight06 0x003bddd8
create__9cLightMgrPC10cLightWork 0x002231d8
__as__6cLightRC10cLightWork 0x00224f18
move__6cLight 0x00224ee0
createBack__9cLightMgrPC10cLightWork 0x00223240
createBack__t8cManager1Z6cLightUi 0x00226530
getCut__4cLitUs 0x00225a50
getLightWork__9cLightEnvUi 0x00224550
loadLit__9cLightMgrP10cLightWorkUi 0x00224d98
setEnv__9cLightMgrP9cLightEnvSc 0x00224950
createBack__9cLightMgrUiiiUc 0x00223398
getPathPtr__9cLightMgrUs 0x00224e80
checkKind__9cLightMgrUc 0x002235e8
hokanMove__9cLightMgr 0x002236f8
dieCheck__t8cManager1Z6cLight 0x00226650
calcPos__6cLightP6tagVecT1 0x002253d8
hitAdjust__6cLight 0x00225810
isParent__6cLightPC6cModel 0x002253c0
setCloth__9cLightMgrP6cModelUi 0x00223e88
deleteScr__9cLightMgr 0x00224840
getSafeCutNo__4cLiti 0x002245c8
registCut__9cLightMgrP9cLightEnvSc 0x002244f0
getCutAddr__9cLightMgrQ29cLightMgr8LIT_TYPEi 0x00224580
setBlur__9cLightMgr 0x002247c0
checkScr__6cLight 0x00225118
offScr__9cLightMgrUi 0x002248c8
setMipmap__9cLightMgrP9cLightEnv 0x00224c90
setTune__9cLightMgrP9cLightEnv 0x00224c00
set__8cPenWind 0x00226438
calcParent__6cLight 0x002252b0
_vt$6cLight 0x003bdeb8
setParent__6cLightUcUi 0x00225148
getCoord__6cLight 0x00225368
setTrans__6cLighti 0x002257e0
getNormal__6cLightP6tagVecT1 0x00225548
setSpotNormal__6cLightR6tagVec 0x00225918
setSpotTarget__6cLightR6tagVec 0x00225940
beginEvent__9cLightMgr 0x00225a10
getMaxLight__4cLit 0x002262b8
_vt$t8cManager1Z6cLight 0x003bde70
__tf8cLight06 0x00226a38
_$_8cLight06 0x00226a10
__tf8cLight02 0x00226988
_$_8cLight02 0x00226960
__tf9cLightMgr 0x00226868
_$_9cLightMgr 0x00226838
memAlloc__9cLightMgrUi 0x002268e0
memFree__9cLightMgrPv 0x00226910
memClear__9cLightMgrPvUi 0x00226930
destroy__t8cManager1Z6cLightP6cLight 0x00226af0
log__t8cManager1Z6cLightPce 0x00226700
__tft8cManager1Z6cLight 0x002267f8
_$_t8cManager1Z6cLight 0x00226ac0
__tf6cLight 0x002267a8
_$_6cLight 0x00226780
__ti6cLight 0x0047d4e8
__tit8cManager1Z6cLight 0x0047d4f8
__ti9cLightMgr 0x0047d500
__ti8cLight02 0x0047d510
__ti8cLight06 0x0047d520
_GLOBAL_$I$D__ps2_Bio4_Prog_light.cppfEcaaa 0x00226c08
_GLOBAL_$D$D__ps2_Bio4_Prog_light.cppk8eaaa 0x00226c28
__8cLight01 0x00226c48
__8cLight07 0x00227448
__8cLight08 0x00227790
setFarPlane__4VIEWf 0x002810d0
_7PS2VIF1$current_type 0x00326da0
gxCsScale 0x0032ab58
_6PS2TEX$lod_pow 0x0047d52c
_6PS2TEX$lod_num 0x0047d530
_6PS2TEX$lod_type 0x0047d534
_6PS2TEX$lod_bias 0x0047d538
SmdGetGroupObjPtr2__Fi 0x00275d48
PenWindSet__Ffff 0x00245788
_vt$8cLight01 0x003bdf60
__tf8cLight01 0x00226d90
_$_8cLight01 0x00226d68
__ti8cLight01 0x0047d540
_vt$8cLight07 0x003bdfd0
__tf8cLight07 0x00227728
_$_8cLight07 0x00227700
__ti8cLight07 0x0047d550
_vt$8cLight08 0x003be040
__tf8cLight08 0x00227868
_$_8cLight08 0x00227840
__ti8cLight08 0x0047d560
Global 0x00425ba0
RK_head_check 0x00325318
MainOt 0x004319f0
systemVSyncPost 0x00227f18
setVSyncCallback__FUi 0x002280a0
ORTHO_T 0x00431a1c
ORTHO_B 0x00431a20
ORTHO_L 0x00431a24
ORTHO_R 0x00431a28
SetSystemVcnt__Fi 0x00228698
pUser_name 0x00431a4c
checkHardReset__Fv 0x002286c8
systemResetCommon__Fv 0x002288f0
pFrame_buff 0x00431a08
VIF1Vu1SetEnv__7PS2VIF1UiUi 0x0025e338
sceDmaSend 0x002a6528
sceDmaSync 0x002a6690
Title_task__Fv 0x00278d08
Render__Fv 0x0027e830
SetPrimBuffPtr__Fv 0x0027e838
put_draw_env__6PS2SET 0x002502d8
Trans__Fv 0x0027e558
CinescoMove__Fv 0x00281e70
Draw_cinesco__Fv 0x00281ff0
iTaskScheduler__Fv 0x00256308
PPCSync 0x00255b50
dma_request__6PS2SET 0x00250330
mwPlySwitchToIdle 0x002beb90
put_disp_env__6PS2SETP12bioGsDispEnv 0x0024f938
start_vif1_dma__6PS2SET 0x0024f9a8
CseExecServer 0x002987f0
DISP_SWAP_REQ 0x00326d68
DISP_ID 0x00326d64
DIntr 0x002a1b80
DisableIntc 0x0029d310
EIntr 0x002a1bd0
RemoveIntcHandler 0x0029c920
sceGsSyncVCallback 0x002a6000
AddIntcHandler 0x0029c900
EnableIntc 0x0029d378
OSInit 0x00253bd8
Init__3OTW 0x002544c8
OSInitAlarm 0x00253e78
VIInit 0x0025e210
LCEnable 0x00254338
VIWaitForRetrace 0x0025e208
SystemMemInit__Fv 0x00228c80
TaskSchedulerInit__Fv 0x00255b78
Render_init__Fv 0x00229940
LightSetInit__Fv 0x0027e888
RndInit__FUs 0x00263940
SofdecInit__Fv 0x00256440
PadInit__Fv 0x0023e610
CinescoInit__Fv 0x002822a8
init__9cRoomData 0x00263b60
TexRenderMgrInit__Fv 0x002783d0
gameInit__4VIEWP6CAMERA 0x00280f98
_7PS2VIF1$pre 0x0047d56c
Rmode 0x00431c90
OSGetResetButtonState 0x002543f8
PADRecalibrate 0x00255af8
OSResetSystem 0x002543e8
VIFlush 0x0025e250
GXDrawDone 0x00252468
ResetPlayCancel__7cSofdec 0x00257480
TaskAllClear__Fv 0x00255cc0
ReleasePlData__Fv 0x00263160
stopRelData__9cRoomData 0x002645f0
ResetDebugAlloc__Fv 0x00229778
OSDestroyHeap2__Fi 0x002541f0
MemClearAllHeap__Fv 0x002292e0
temp_mem_reset__Fv 0x00229658
SysMem 0x00431b30
pMemTile 0x00431c8c
tempMemList 0x00431b78
Heap 0x00431a60
CurrentHeap 0x00431c88
MemCheckHeapEnd__FUi 0x002290e8
temp_mem_free__FPv 0x00229590
temp_mem_using__Fv 0x00229618
Dalloc_flg 0x00325338
Debug_free_h__FPvUi 0x002298c8
heap_set_up 0x00326d88
OSGetArenaLo 0x00253b88
OSGetArenaHi 0x00253b70
OSInitAlloc 0x00254178
OSSetArenaLo 0x00253bc8
OSSetArenaHi 0x00253bb8
OSSetSaveRegion 0x002543f0
OSSetCurrentHeap 0x002541c8
ps2MemCheckHeapEnd__Fi 0x00254170
OSDestroyHeap 0x002541d0
OSFreeToHeap 0x002542a8
ps2_ResetDebugAlloc__FUc 0x002540d8
ScreenGXSet__Fv 0x00229cc8
SetScreenMode__Fv 0x00229e00
StopwatchStart__Fv 0x0022a018
StopwatchStop__FPCc 0x0022a050
watch_dog__6PS2SET 0x0024f4f0
ExecOt__3OTW7OT_TYPE 0x00254708
UpdateMtx__Fv 0x00257940
Render__3OTW 0x002545c8
VISetBlack 0x0025e268
GXSetScissor 0x00251a88
GXSetViewport 0x00252620
VIConfigure 0x0025e260
GXSetDispCopyYScale 0x00251bf8
GXSetDispCopySrc 0x00251c00
GXSetDispCopyDst 0x00251c08
OSGetTime 0x00253e08
GetTimerSystemTime 0x002a2950
TimerBusClock2USec 0x002a2d40
OSUnlink 0x002543c8
OSLink 0x00254358
SetOrientationZY__FP6tagVecT0PA3_f 0x0022aa98
hermite__FPfT0f 0x0022b890
MtxNNLUDecomposition__FiPfPi 0x0022bd00
PSMTXTranspose 0x00252a40
_impure_ptr 0x003313f4
fprintf 0x002b0228
_vt$6cModel 0x003be2e8
releaseModelInfo__6cModel 0x0022dff8
initJoint__6cModelP10cModelData 0x0022c680
releaseJoint__6cModel 0x0022c710
makePartsList__6cModelUc 0x0022e060
setPartsParent__6cModel 0x0022c8d0
setJointInfo__6cModelP10cModelData 0x0022e120
releasePartsList__6cModelUi 0x0022e170
matBlend__6cModelfUi 0x0022c9e8
__10cModelInfo 0x0022dc58
_vt$10cModelInfo 0x003be478
init__10cModelInfoUiUi 0x0022dcc8
getBoundingBox__FP10cModelDataP12cBoundingBox 0x0022e478
addTplAddr__10cModelInfoUi 0x0022dd60
createSequential__9cPartsMgrUi 0x0022e550
create__t8cManager1Z6cParts 0x0022e968
__6cParts 0x0022e3e0
_vt$6cParts 0x003be3b8
__t8cManager1Z6cPartsUiUc 0x0022e988
_vt$9cPartsMgr 0x003be328
log__9cPartsMgrPce 0x0022e4f8
construct__9cPartsMgrP6cPartsUi 0x0022e530
create__t8cManager1Z6cPartsUiUi 0x0022e9b0
__t8cManager1Z10cModelInfoUiUc 0x0022ea80
_vt$11cModInfoMgr 0x003be3e8
log__11cModInfoMgrPce 0x0022e6e8
construct__11cModInfoMgrP10cModelInfoUi 0x0022e720
create__t8cManager1Z10cModelInfo 0x0022eb98
create__t8cManager1Z6cPartsUi 0x0022e878
_vt$t8cManager1Z6cParts 0x003be370
_vt$t8cManager1Z10cModelInfo 0x003be430
create__t8cManager1Z10cModelInfoUi 0x0022eaa8
_$_6cModel 0x0022f068
move__6cModel 0x0022f140
__tf9cPartsMgr 0x0022ef80
_$_9cPartsMgr 0x0022ef50
memAlloc__9cPartsMgrUi 0x0022eff8
memFree__9cPartsMgrPv 0x0022f028
memClear__9cPartsMgrPvUi 0x0022f048
destroy__t8cManager1Z6cPartsP6cParts 0x0022f370
log__t8cManager1Z6cPartsPce 0x0022ebb8
__tft8cManager1Z6cParts 0x0022ef10
_$_t8cManager1Z6cParts 0x0022f480
__tf6cParts 0x0022ee88
_$_6cParts 0x0022ee60
__tf11cModInfoMgr 0x0022ed78
_$_11cModInfoMgr 0x0022ed48
memAlloc__11cModInfoMgrUi 0x0022edf0
memFree__11cModInfoMgrPv 0x0022ee20
memClear__11cModInfoMgrPvUi 0x0022ee40
destroy__t8cManager1Z10cModelInfoP10cModelInfo 0x0022f260
log__t8cManager1Z10cModelInfoPce 0x0022ebf0
__tft8cManager1Z10cModelInfo 0x0022ed08
_$_t8cManager1Z10cModelInfo 0x0022f4b0
__tf10cModelInfo 0x0022ec90
_$_10cModelInfo 0x0022ece0
__ti10cModelInfo 0x0047d570
__tit8cManager1Z10cModelInfo 0x0047d580
__ti11cModInfoMgr 0x0047d588
__ti6cParts 0x0047d598
__tit8cManager1Z6cParts 0x0047d5a8
__ti9cPartsMgr 0x0047d5b0
_GLOBAL_$I$D__ps2_Bio4_Prog_model.cppYzdaaa 0x0022f4e8
_GLOBAL_$D$D__ps2_Bio4_Prog_model.cppMZgaaa 0x0022f508
g_cam_circle_dist 0x00325368
g_cam_front_dist 0x0032536c
MotionHokan__FP6cModelP11MOTION_INFO 0x00231360
Fcc_next_axis_addr__FUcUs 0x00232f18
IKInit__FP6cModelP11MOTION_INFO 0x00296d68
InverseKinematics__FP3cEmi 0x002974b8
__7cObjMgr 0x00232fb0
__t8cManager1Z4cObjUiUc 0x00233688
_vt$7cObjMgr 0x003be700
log__7cObjMgrPce 0x00232ff0
construct__7cObjMgrP4cObjQ27cObjMgr2ID 0x00233028
construct__7cObjMgrP4cObjUi 0x00233418
dieCheck__t8cManager1Z4cObj 0x002336b0
_vt$4cObj 0x003be790
_vt$t8cManager1Z4cObj 0x003be748
__tf7cObjMgr 0x002338b0
_$_7cObjMgr 0x00233880
memAlloc__7cObjMgrUi 0x00233928
memFree__7cObjMgrPv 0x00233958
memClear__7cObjMgrPvUi 0x00233978
log__t8cManager1Z4cObjPce 0x00233760
__tft8cManager1Z4cObj 0x00233840
_$_t8cManager1Z4cObj 0x00233998
destroy__t8cManager1Z4cObjP4cObj 0x002339c8
_$_4cObj 0x002337f0
__tit8cManager1Z4cObj 0x0047d5c0
__ti7cObjMgr 0x0047d5c8
_GLOBAL_$I$D__ps2_Bio4_Prog_obj.cppQKfaaa 0x00233ae0
_GLOBAL_$D$D__ps2_Bio4_Prog_obj.cppGyiaaa 0x00233b00
_vt$6cObj00 0x003be880
_vt$6cObj01 0x003be950
__7cObjScr 0x00235f40
__6cObj03 0x00236218
_vt$6cObj04 0x003beb00
_vt$6cObj05 0x003beb80
__7cObjBox 0x00237af8
_vt$6cObj08 0x003becb0
_vt$6cObj09 0x003bed40
_vt$8cWepItem 0x003bee00
_vt$6cObj12 0x003befa0
_vt$6cObj18 0x003bf158
move__6cObj00 0x00233b20
__tf6cObj00 0x00234a78
_$_6cObj00 0x00234a28
__ti6cObj00 0x0047d5d8
move00__6cObj01 0x00234b88
move01__6cObj01 0x00235480
move__6cObj01 0x00234ae0
dmgSet__6cObj01Ui 0x00235508
__tf6cObj01 0x00235ed8
_$_6cObj01 0x00235e88
__ti6cObj01 0x0047d5e8
_vt$7cObjScr 0x003be9d0
move__7cObjScr 0x00235f80
moveRotate__7cObjScr 0x00236028
moveSwingRot__7cObjScr 0x00236078
__tf7cObjScr 0x002361c0
_$_7cObjScr 0x00236170
__ti7cObjScr 0x0047d5f8
_vt$6cObj03 0x003bea80
move__6cObj03 0x002362a8
__tf6cObj03 0x002363c0
_$_6cObj03 0x00236370
__ti6cObj03 0x0047d608
PathGetMatEm__FP14tagPATH_HEADERP6cModelfPUsPA3_f 0x0023f850
move__6cObj04 0x00236428
__tf6cObj04 0x00236bd8
_$_6cObj04 0x00236b88
__ti6cObj04 0x0047d618
move__6cObj05 0x00236c40
__tf6cObj05 0x00237a90
_$_6cObj05 0x00237a40
__ti6cObj05 0x0047d628
_vt$7cObjBox 0x003bec00
move__7cObjBox 0x00237b30
__tf7cObjBox 0x00237be8
_$_7cObjBox 0x00237b98
__ti7cObjBox 0x0047d638
move__6cObj08 0x00237fa0
__tf6cObj08 0x00238aa8
_$_6cObj08 0x00238a58
__ti6cObj08 0x0047d648
Obj09HitCheck__FP4cObj 0x00239180
LinerEquation3__FPA2_fPfT1 0x00239d68
move__6cObj09 0x0023a368
__tf6cObj09 0x0023abd0
_$_6cObj09 0x0023ab80
__ti6cObj09 0x0047d658
move00__8cWepItem 0x0023ace0
move01__8cWepItem 0x0023b478
move__8cWepItem 0x0023ac38
hitCkPl__8cWepItem 0x0023b5c8
dmgSet__8cWepItemUi 0x0023b500
beginEvent__8cWepItemUi 0x0023b620
__tf8cWepItem 0x0023bec8
_$_8cWepItem 0x0023be78
__ti8cWepItem 0x0047d668
move__6cObj12 0x0023bf30
throwMove__6cObj12 0x0023d400
fallMove__6cObj12 0x0023c9c0
chainMove__6cObj12 0x0023c740
__tf6cObj12 0x0023d750
_$_6cObj12 0x0023d700
__ti6cObj12 0x0047d678
move__6cObj18 0x0023ddf0
__tf6cObj18 0x0023e5a8
_$_6cObj18 0x0023e558
__ti6cObj18 0x0047d688
PlClothSetLuis__FP3cEmP10CLOTH_INFO 0x00249868
PlClothMoveLuis__FP3cEmP10CLOTH_INFO 0x00249888
Key_type_tbl 0x00325560
VibControl__Fv 0x0023f068
VibSetClear__Fv 0x0023f3a8
VibSetDataCore__FP8VIB_INFOUi 0x0023f2a8
PADInit 0x002551d8
PADReset 0x00255af0
PADSetAnalogMode 0x00255b00
PADRead 0x002552c8
PADClamp 0x002559b8
GlobalWind 0x00325780
GlobalWindAdd 0x00325790
PenClothReset__FP3cEmP10CLOTH_INFO 0x002455e8
SetOriginalShape__FP10cModelInfo 0x002764b8
SetShape__FP10cModelInfofUi 0x00276560
PlReloadDirect 0x003257a0
keyConfigTypeA__7cPlayer 0x00247990
interrupt__7cPlayer 0x00247ce8
endDamage__7cPlayer 0x00247ae0
moveEyeNormal__7cPlayer 0x00248358
_7cPlNeck$Speed 0x003c00ac
_7cPlNeck$Range 0x003c00b0
_7cPlNeck$lockTime 0x003c00b4
motSet__7cPlNeckUiUs 0x00248f90
getTarget__7cPlNeck 0x00249058
setMode__7cPlNecki 0x002491b8
_8cPlWaist$ROT_LIMIT 0x003c00b8
_8cPlWaist$ROT_SPEED 0x003c00bc
_8cPlWaist$ROT_SPEED2 0x003c00c0
set0__5cMot3UiUcUc 0x002492b0
_$_7cPlayer 0x00249468
initCloth__7cPlayer 0x00249550
moveCloth__7cPlayer 0x00249558
leonHairAt 0x00325810
leonJacketAt 0x00325950
leonHolsterAt 0x003259f0
girlHairAt 0x00325aa0
girlHairAtEvt 0x00325b90
ArmergirlHairAt 0x00325d10
girlSkirtAt 0x00325f00
girlSkirtAtEvt 0x00326110
girlRibbonAt 0x003263e0
luisHairAt 0x00326710
adaDressP 0x00326a30
adaDressUp 0x00326a40
adaDressDp 0x00326a50
adaDressAt 0x00326af0
leonMufflerP 0x00326c10
leonMufflerUp 0x00326c18
leonMufflerDp 0x00326c20
leonMufflerAt 0x00326c70
PlDataRelease__Fv 0x0024c930
PlSetCrouch__Fv 0x0024b080
SubCharCtrlHide__FRC6tagVeci 0x0024b9c8
PlSetLadder__FR6tagVecfi 0x0024bb38
PlSetWhistle__Fv 0x0024c770
PlWepHitCheck__FP7cPlayerP6tagVecUsUi 0x0024cdd8
SearchLockEm__FP6tagVecP3cEm 0x0024ddc0
rangeDist__FPC6tagVecPC3cEmf 0x0024da38
PlWepAutoTrack__FP7cPlayerfUi 0x0024ec20
PlCornerCheck__Fv 0x0024df40
ReadWepData__FUiUi 0x00263208
VIF1_DMA_REQ 0x00326d60
__6PS2SET 0x0024f410
set_disp_env__6PS2SET 0x0024f5c8
reflect_disp_env__6PS2SET 0x0024f888
otw_copy_buffer__6PS2SETs 0x0024fa28
otw_draw_env__6PS2SET 0x0024ff20
clip_matrix__6PS2SETff 0x00250428
sceGsSyncPath 0x002a59d8
sceGsResetGraph 0x002a5ad8
iFlushCache 0x0029ced0
InsEND__3OTW 0x00254738
ExecVIF1__6PS2DMAUib 0x002516c8
_7PS2VIF1$nose_vif1 0x0047d694
_6PS2TEX$tex_flip 0x00326d6c
BuildTex__6PS2TEXRP9TEXHeaderP3OTWRUlRb 0x00250690
_6PS2TEX$m_num 0x0047d698
_6PS2TEX$host 0x0047d6a0
_6PS2TEX$tex_tail 0x004806a0
_6PS2TEX$tex_nose_addr 0x004806a8
BuildTexThermo__6PS2TEXRP9TEXHeaderP3OTWRUlRbi 0x00251270
InsCLT__3OTWPC9TEXHeader 0x002547c8
InsP32__3OTWPC9TEXHeaderUi 0x00254b20
InsTEX__3OTWPC9TEXHeaderUi 0x00254990
InsIMG__3OTWUiUsUsUsUsUsUsUs 0x00254ce8
InsCLTNonTexture__3OTWPC9TEXHeaderi 0x00254850
D1Sync__Fv 0x00251928
SyncPath__6PS2DMA 0x00251758
GSWait__6PS2DMA 0x002517e0
__9PS2GLOBAL 0x002519b0
_$_9PS2GLOBAL 0x002519d8
_GLOBAL_$I$D__ps2_Bio4_Prog_ps2global.cppIadaaa 0x00251a40
_GLOBAL_$D$D__ps2_Bio4_Prog_ps2global.cppgbgaaa 0x00251a60
GXGetProjectionv 0x00251c50
GXGetViewportv 0x00251c58
GXInitLightPos 0x00251f88
GXInitLightDir 0x00251f98
GXInitLightAttn 0x00251fa8
GXInitLightSpot 0x00251fc8
GXInitLightDistAttn 0x002521e0
GXInitLightColor 0x00252310
GXLoadLightObjImm 0x00252360
GXInitLightAttnK 0x00252458
GXProject 0x00252628
os_arena_hi 0x00326d80
os_arena_lo 0x00326d84
pop_align_list__FPv 0x00253e80
ps2_destroy_HeapHandle__Fi 0x00253ed0
ps2_destroy_HeapHandle2__Fi 0x00253f70
ps2_set_HeapHandle__FiPvUi 0x00253fd8
ps2_free_HeapHandle__FiPv 0x00254020
ps2_change_HeapHandle__FiPvi 0x00254070
highheap 0x00326d8c
sceSifInitRpc 0x0029ec60
sceCdInit 0x002a8200
sceCdMmode 0x002a8c58
sceCdDiskReady 0x002a8700
sceSifRebootIop 0x002a1a70
sceSifSyncIop 0x002a1a20
sceFsReset 0x002a0428
sceSifInitIopHeap 0x002a1338
InitSystem__Fv 0x00298598
InitGraphics__Fv 0x002985e8
DmaInit__Fv 0x002985c0
ADXPS2_SetupMemFs 0x002e6758
CseSetupThrd 0x00298790
CseInit 0x002987b0
snInitDllSystem 0x002a5638
__floatdisf 0x002b99a0
sceHiMemFree 0x002aa268
sceHiMemInit 0x002aa0c8
sceHiMemAlign 0x002aa388
snDllLoaded 0x002a56b8
snDllUnload 0x002a5800
_3OTW$clt_packet 0x003c0d80
_3OTW$tex_packet 0x003c0e00
_3OTW$ot_depth_tbl 0x003c0e80
_vt$3OTW$6PS2GIF 0x003c0ec8
_vt$3OTW 0x003c0ee0
_3OTW$ot 0x004806c0
_3OTW$store_num 0x00480708
ClearOt__3OTW7OT_TYPE 0x00254588
Capacity__3OTW7OT_TYPE 0x00254608
sphere_clip__FP6tagVecf 0x00254f28
OtSort__FP6tagVecff7OT_TYPERUs 0x00254fa0
__tf3OTW 0x00255140
__ti3OTW 0x00480710
__7PS2VIF1 0x0025e270
__6PS2GIF 0x00298470
_$_6PS2GIF 0x00298488
_$_7PS2VIF1 0x0025e288
_5PS2OT$m_num 0x00480720
reset__5PS2OT 0x00298318
GetVIF1Buff__7PS2VIF1 0x0025e540
GetGIFBuff__6PS2GIF 0x00298518
SetVIF1Buff__7PS2VIF1PUx 0x0025e550
SetGIFBuff__6PS2GIFPUx 0x00298528
append__5PS2OTPvPFPv_vUs 0x00298380
exec__5PS2OT 0x00298420
__tf6PS2GIF 0x00298548
__tf7PS2VIF1 0x0025e6b0
__ti7PS2VIF1 0x00480728
__ti6PS2GIF 0x00480730
scePadInit 0x002a6770
scePadPortOpen 0x002a6b20
scePadGetState 0x002a6ed8
scePadInfoMode 0x002a7078
scePadRead 0x002a6e60
scePadSetMainMode 0x002a71b0
scePadGetReqState 0x002a7010
scePadSetActAlign 0x002a7330
scePadInfoPressMode 0x002a74b8
scePadEnterPressMode 0x002a7538
scePadSetActDirect 0x002a7268
CTASK_MAIN 0x00326d90
mainThreadId 0x004558d4
ps2_GlobalSema 0x004558cc
ps2_SceSema 0x004558d0
Task 0x00451688
GetStackSize__FUi 0x00255d00
pCTask 0x00451680
TaskSchedulerMain__FP4TASK 0x00255de0
threadParam 0x004558d8
TaskKill__FP4TASK 0x002561f8
SetTaskModelPtr__FP6cModelP4TASK 0x002562e0
_GLOBAL_$I$D__ps2_Bio4_Prog_ps2scheduler.cpp0Fdaaa 0x00256420
CreateSema 0x0029cc20
WaitSema 0x0029cc60
SignalSema 0x0029cc40
sceGsSyncV 0x002a5f68
TerminateThread 0x0029ca70
DeleteThread 0x0029ca30
initApp__7cSofdec 0x00256918
startApp__7cSofdec 0x00256c00
seamlessList 0x00455c00
initSync__7cSofdec 0x00256e40
appMain__7cSofdec 0x00256eb8
finishMovie__7cSofdec 0x00257068
initWork__7cSofdec 0x002570f8
initSub__7cSofdecUsUi 0x00257208
initSubSub__7cSofdecUi 0x00257228
ThreadMove__7cSofdecP7cSofdec 0x00257390
Move__7cSofdec 0x002572f0
_GLOBAL_$I$D__ps2_Bio4_Prog_ps2sofdec.cppPNcaaa 0x002576b0
_GLOBAL_$D$D__ps2_Bio4_Prog_ps2sofdec.cppurfaaa 0x002576d0
mwPlyInitSfdFx 0x002bd890
mwPlyGetHdrInf 0x002bc498
mwPlyCalcWorkCprmSfd 0x002bafb8
VIF1Resize__7PS2VIF1Ui 0x0025e4d8
mwPlyCreateSofdec 0x002bbe18
mwPlyEntryAfs 0x002bf850
mwPlyStartSeamless 0x002bf770
mwPlyReleaseSeamless 0x002bf808
mwPlyStartAfs 0x002be4f8
mwPlyGetCurFrm 0x002bc950
mwPlyGetTotalFrmNum 0x002bd1e8
mwPlyRelCurFrm 0x002bd0d0
Trans_before__Fv 0x002576f0
InsertPacket__FP6cModel 0x00257f98
InsertPacketSCR__FP6cModel 0x00258ac0
InsertPacketSS__FP6cModel 0x002590d0
calc_src_col__FR6tagVecT0P6cModel 0x0025c490
calc_specular_mtx__FP6cModelPA3_f 0x0025e0c0
TexBlend__FPC11cPolyHeaderP10cModelInfoRP9TEXHeader 0x0025ca40
specular_setup__FPC11cPolyHeaderPC10cModelInfoPC9TEXHeaderPA3_CfRC6tagVecRUiP3OTW 0x0025dd88
uv_animate__FP10cModelInfo 0x0025c8e8
MakeWeightPalette__FPC6WEIGHTP6cModeliPA3_A3_f 0x0025cb18
DrawFootShadow__FP6cModel 0x00295ff0
_7PS2VIF1$specular 0x00480738
ResetShape__FP10cModelInfoUi 0x002765e0
CalculateShape_new__FP10cModelInfofUiUi 0x00276618
sceVu0FTOI0Vector 0x002a7690
LightSetModel__FP6cModel 0x0027e940
GIFInit__6PS2GIF 0x002984b8
VIF1Init__7PS2VIF1 0x0025e2b8
build_model_trans_packet__7PS2VIF1 0x0025e560
_vt$7PS2VIF1 0x003c1150
VIF1Flip__7PS2VIF1 0x0025e300
_7PS2VIF1$vif1_packet_buff 0x00480740
_7PS2VIF1$tail_vif1 0x00480748
_7PS2VIF1$back 0x0048074c
_7PS2VIF1$packet_buff 0x00480750
_7PS2VIF1$current_size 0x00480754
rotate__8pzlPieceQ28pzlPiece10ROTATE_DIR 0x0025e858
mirror__8pzlPieceQ28pzlPiece10MIRROR_DIR 0x0025e948
init__8pzlPieceP9pieceData 0x0025ea50
ver0_x__8pzlPiece 0x0025ea80
ver0_y__8pzlPiece 0x0025ea90
size_x__8pzlPiece 0x0025eaa0
size_y__8pzlPiece 0x0025eb20
